theme,code,category,value,areaName
mainLanguage,E12000005,35,440,West Midlands
mainLanguage,E12000005,36,24,West Midlands
mainLanguage,E12000005,37,415,West Midlands
mainLanguage,E12000005,38,1220,West Midlands
mainLanguage,E12000005,39,16,West Midlands
mainLanguage,E12000005,40,3,West Midlands
mainLanguage,E12000005,41,6541,West Midlands
mainLanguage,E12000005,42,3287,West Midlands
mainLanguage,E12000005,43,21761,West Midlands
mainLanguage,E12000005,44,74,West Midlands
mainLanguage,E12000005,45,10026,West Midlands
mainLanguage,E12000005,46,8643,West Midlands
mainLanguage,E12000005,47,9398,West Midlands
mainLanguage,E12000005,48,499,West Midlands
mainLanguage,E12000005,49,44598,West Midlands
mainLanguage,E12000005,50,5072,West Midlands
mainLanguage,E12000005,51,82646,West Midlands
mainLanguage,E12000005,52,12946,West Midlands
mainLanguage,E12000005,53,22403,West Midlands
mainLanguage,E12000005,54,10320,West Midlands
mainLanguage,E12000005,55,850,West Midlands
mainLanguage,E12000005,56,2817,West Midlands
mainLanguage,E12000005,57,7745,West Midlands
mainLanguage,E12000005,58,6246,West Midlands
mainLanguage,E12000005,59,1126,West Midlands
mainLanguage,E12000005,60,3984,West Midlands
mainLanguage,E12000005,61,3516,West Midlands
mainLanguage,E12000005,62,2633,West Midlands
mainLanguage,E12000005,63,4622,West Midlands
mainLanguage,E12000005,64,9738,West Midlands
mainLanguage,E12000005,65,795,West Midlands
mainLanguage,E12000005,66,706,West Midlands
mainLanguage,E12000005,67,1629,West Midlands
mainLanguage,E12000005,68,1638,West Midlands
mainLanguage,E12000005,69,670,West Midlands
mainLanguage,E12000005,70,3360,West Midlands
mainLanguage,E12000005,71,460,West Midlands
mainLanguage,E12000005,72,201,West Midlands
mainLanguage,E12000005,73,4,West Midlands
mainLanguage,E12000005,74,23,West Midlands
mainLanguage,E12000005,75,48,West Midlands
mainLanguage,E12000005,76,1092,West Midlands
mainLanguage,E12000005,77,4143,West Midlands
mainLanguage,E12000005,78,8503,West Midlands
mainLanguage,E12000005,79,47,West Midlands
mainLanguage,E12000005,80,2610,West Midlands
mainLanguage,E12000005,81,643,West Midlands
mainLanguage,E12000005,82,873,West Midlands
mainLanguage,E12000005,83,901,West Midlands
mainLanguage,E12000005,84,100,West Midlands
mainLanguage,E12000005,85,444,West Midlands
mainLanguage,E12000005,86,1636,West Midlands
mainLanguage,E12000005,87,339,West Midlands
mainLanguage,E12000005,88,686,West Midlands
mainLanguage,E12000005,89,2004,West Midlands
mainLanguage,E12000005,90,1737,West Midlands
mainLanguage,E12000005,91,2233,West Midlands
mainLanguage,E12000005,92,191,West Midlands
mainLanguage,E12000005,93,433,West Midlands
mainLanguage,E12000005,94,785,West Midlands
mainLanguage,E12000006,-8,203944,East of England
mainLanguage,E12000006,1,5676753,East of England
mainLanguage,E12000006,2,431,East of England
mainLanguage,E12000006,3,40,East of England
mainLanguage,E12000006,4,7,East of England
mainLanguage,E12000006,5,2,East of England
mainLanguage,E12000006,6,23,East of England
mainLanguage,E12000006,7,1,East of England
mainLanguage,E12000006,8,49,East of England
mainLanguage,E12000006,9,0,East of England
mainLanguage,E12000006,10,223,East of England
mainLanguage,E12000006,11,5,East of England
mainLanguage,E12000006,12,7242,East of England
mainLanguage,E12000006,13,26194,East of England
mainLanguage,E12000006,14,13819,East of England
mainLanguage,E12000006,15,14124,East of England
mainLanguage,E12000006,16,4322,East of England
mainLanguage,E12000006,17,67054,East of England
mainLanguage,E12000006,18,4245,East of England
mainLanguage,E12000006,19,2563,East of England
mainLanguage,E12000006,20,61817,East of England
mainLanguage,E12000006,21,30371,East of England
mainLanguage,E12000006,22,5496,East of England
mainLanguage,E12000006,23,10631,East of England
mainLanguage,E12000006,24,10843,East of England
mainLanguage,E12000006,25,6617,East of England
mainLanguage,E12000006,26,1747,East of England
mainLanguage,E12000006,27,905,East of England
mainLanguage,E12000006,28,591,East of England
mainLanguage,E12000006,29,434,East of England
mainLanguage,E12000006,30,267,East of England
mainLanguage,E12000006,31,238,East of England
mainLanguage,E12000006,32,184,East of England
mainLanguage,E12000006,33,638,East of England
mainLanguage,E12000006,34,5084,East of England
mainLanguage,E12000006,35,1059,East of England
mainLanguage,E12000006,36,27,East of England
mainLanguage,E12000006,37,542,East of England
mainLanguage,E12000006,38,1886,East of England
mainLanguage,E12000006,39,11,East of England
mainLanguage,E12000006,40,208,East of England
mainLanguage,E12000006,41,10822,East of England
mainLanguage,E12000006,42,9584,East of England
mainLanguage,E12000006,43,8670,East of England
mainLanguage,E12000006,44,521,East of England
mainLanguage,E12000006,45,3588,East of England
mainLanguage,E12000006,46,4193,East of England
mainLanguage,E12000006,47,2152,East of England
mainLanguage,E12000006,48,592,East of England
mainLanguage,E12000006,49,18922,East of England
mainLanguage,E12000006,50,3913,East of England
mainLanguage,E12000006,51,11226,East of England
mainLanguage,E12000006,52,653,East of England
mainLanguage,E12000006,53,15045,East of England
mainLanguage,E12000006,54,8689,East of England
mainLanguage,E12000006,55,1053,East of England
mainLanguage,E12000006,56,3653,East of England
mainLanguage,E12000006,57,9753,East of England
mainLanguage,E12000006,58,9321,East of England
mainLanguage,E12000006,59,1736,East of England
mainLanguage,E12000006,60,3160,East of England
mainLanguage,E12000006,61,2480,East of England
mainLanguage,E12000006,62,2440,East of England
mainLanguage,E12000006,63,4595,East of England
mainLanguage,E12000006,64,8853,East of England
mainLanguage,E12000006,65,1424,East of England
mainLanguage,E12000006,66,749,East of England
mainLanguage,E12000006,67,1124,East of England
mainLanguage,E12000006,68,2576,East of England
mainLanguage,E12000006,69,511,East of England
mainLanguage,E12000006,70,7047,East of England
mainLanguage,E12000006,71,1396,East of England
mainLanguage,E12000006,72,116,East of England
mainLanguage,E12000006,73,5,East of England
mainLanguage,E12000006,74,9,East of England
mainLanguage,E12000006,75,128,East of England
mainLanguage,E12000006,76,221,East of England
mainLanguage,E12000006,77,428,East of England
mainLanguage,E12000006,78,451,East of England
mainLanguage,E12000006,79,40,East of England
mainLanguage,E12000006,80,1991,East of England
mainLanguage,E12000006,81,808,East of England
mainLanguage,E12000006,82,1042,East of England
mainLanguage,E12000006,83,606,East of England
mainLanguage,E12000006,84,138,East of England
mainLanguage,E12000006,85,191,East of England
mainLanguage,E12000006,86,1583,East of England
mainLanguage,E12000006,87,1266,East of England
mainLanguage,E12000006,88,278,East of England
mainLanguage,E12000006,89,626,East of England
mainLanguage,E12000006,90,1076,East of England
mainLanguage,E12000006,91,1920,East of England
mainLanguage,E12000006,92,154,East of England
mainLanguage,E12000006,93,358,East of England
mainLanguage,E12000006,94,559,East of England
mainLanguage,E12000007,-8,317065,London
mainLanguage,E12000007,1,6650973,London
mainLanguage,E12000007,2,1241,London
mainLanguage,E12000007,3,243,London
mainLanguage,E12000007,4,26,London
mainLanguage,E12000007,5,1,London
mainLanguage,E12000007,6,86,London
mainLanguage,E12000007,7,19,London
mainLanguage,E12000007,8,55,London
mainLanguage,E12000007,9,2,London
mainLanguage,E12000007,10,741,London
mainLanguage,E12000007,11,5,London
mainLanguage,E12000007,12,67049,London
mainLanguage,E12000007,13,94205,London
mainLanguage,E12000007,14,117457,London
mainLanguage,E12000007,15,81293,London
mainLanguage,E12000007,16,19074,London
mainLanguage,E12000007,17,112068,London
mainLanguage,E12000007,18,5930,London
mainLanguage,E12000007,19,4751,London
mainLanguage,E12000007,20,159338,London
mainLanguage,E12000007,21,30768,London
mainLanguage,E12000007,22,3604,London
mainLanguage,E12000007,23,22089,London
mainLanguage,E12000007,24,47648,London
mainLanguage,E12000007,25,36015,London
mainLanguage,E12000007,26,6550,London
mainLanguage,E12000007,27,6337,London
mainLanguage,E12000007,28,2681,London
mainLanguage,E12000007,29,2010,London
mainLanguage,E12000007,30,787,London
mainLanguage,E12000007,31,789,London
mainLanguage,E12000007,32,469,London
mainLanguage,E12000007,33,2546,London
mainLanguage,E12000007,34,30215,London
mainLanguage,E12000007,35,8668,London
mainLanguage,E12000007,36,162,London
mainLanguage,E12000007,37,3100,London
mainLanguage,E12000007,38,7479,London
mainLanguage,E12000007,39,27,London
mainLanguage,E12000007,40,4016,London
mainLanguage,E12000007,41,31906,London
mainLanguage,E12000007,42,69641,London
mainLanguage,E12000007,43,72102,London
mainLanguage,E12000007,44,4421,London
mainLanguage,E12000007,45,15097,London
mainLanguage,E12000007,46,39233,London
mainLanguage,E12000007,47,18628,London
mainLanguage,E12000007,48,5619,London
mainLanguage,E12000007,49,63626,London
mainLanguage,E12000007,50,20485,London
mainLanguage,E12000007,51,74205,London
mainLanguage,E12000007,52,286,London
mainLanguage,E12000007,53,101975,London
mainLanguage,E12000007,54,82610,London
mainLanguage,E12000007,55,3601,London
mainLanguage,E12000007,56,8883,London
mainLanguage,E12000007,57,70673,London
mainLanguage,E12000007,58,12376,London
mainLanguage,E12000007,59,4898,London
mainLanguage,E12000007,60,21017,London
mainLanguage,E12000007,61,8749,London
mainLanguage,E12000007,62,10146,London
mainLanguage,E12000007,63,15513,London
mainLanguage,E12000007,64,33970,London
mainLanguage,E12000007,65,13564,London
mainLanguage,E12000007,66,6480,London
mainLanguage,E12000007,67,8420,London
mainLanguage,E12000007,68,4434,London
mainLanguage,E12000007,69,2238,London
mainLanguage,E12000007,70,23459,London
mainLanguage,E12000007,71,3462,London
mainLanguage,E12000007,72,103,London
mainLanguage,E12000007,73,29,London
mainLanguage,E12000007,74,59,London
mainLanguage,E12000007,75,803,London
mainLanguage,E12000007,76,6409,London
mainLanguage,E12000007,77,8443,London
mainLanguage,E12000007,78,37346,London
mainLanguage,E12000007,79,595,London
mainLanguage,E12000007,80,9168,London
mainLanguage,E12000007,81,5175,London
mainLanguage,E12000007,82,5087,London
mainLanguage,E12000007,83,3225,London
mainLanguage,E12000007,84,1361,London
mainLanguage,E12000007,85,3600,London
mainLanguage,E12000007,86,1020,London
mainLanguage,E12000007,87,1565,London
mainLanguage,E12000007,88,1649,London
mainLanguage,E12000007,89,4002,London
mainLanguage,E12000007,90,3425,London
mainLanguage,E12000007,91,4270,London
mainLanguage,E12000007,92,238,London
mainLanguage,E12000007,93,399,London
mainLanguage,E12000007,94,2454,London
mainLanguage,E12000008,-8,288234,South East
mainLanguage,E12000008,1,8340941,South East
mainLanguage,E12000008,2,866,South East
mainLanguage,E12000008,3,84,South East
mainLanguage,E12000008,4,20,South East
mainLanguage,E12000008,5,1,South East
mainLanguage,E12000008,6,39,South East
mainLanguage,E12000008,7,14,South East
mainLanguage,E12000008,8,54,South East
mainLanguage,E12000008,9,2,South East
mainLanguage,E12000008,10,205,South East
mainLanguage,E12000008,11,3,South East
mainLanguage,E12000008,12,14814,South East
mainLanguage,E12000008,13,33089,South East
mainLanguage,E12000008,14,27003,South East
mainLanguage,E12000008,15,19773,South East
mainLanguage,E12000008,16,8344,South East
mainLanguage,E12000008,17,89239,South East
mainLanguage,E12000008,18,7287,South East
mainLanguage,E12000008,19,4372,South East
mainLanguage,E12000008,20,60949,South East
mainLanguage,E12000008,21,12928,South East
mainLanguage,E12000008,22,4049,South East
mainLanguage,E12000008,23,17659,South East
mainLanguage,E12000008,24,17052,South East
mainLanguage,E12000008,25,9901,South East
mainLanguage,E12000008,26,3663,South East
mainLanguage,E12000008,27,2167,South East
mainLanguage,E12000008,28,1129,South East
mainLanguage,E12000008,29,928,South East
mainLanguage,E12000008,30,553,South East
mainLanguage,E12000008,31,375,South East
mainLanguage,E12000008,32,247,South East
mainLanguage,E12000008,33,893,South East
mainLanguage,E12000008,34,5206,South East
mainLanguage,E12000008,35,1476,South East
mainLanguage,E12000008,36,42,South East
mainLanguage,E12000008,37,1371,South East
mainLanguage,E12000008,38,3247,South East
mainLanguage,E12000008,39,22,South East
mainLanguage,E12000008,40,3,South East
mainLanguage,E12000008,41,14011,South East
mainLanguage,E12000008,42,10144,South East
mainLanguage,E12000008,43,17197,South East
mainLanguage,E12000008,44,535,South East
mainLanguage,E12000008,45,4352,South East
mainLanguage,E12000008,46,7930,South East
mainLanguage,E12000008,47,4010,South East
mainLanguage,E12000008,48,1061,South East
mainLanguage,E12000008,49,24017,South East
mainLanguage,E12000008,50,8543,South East
mainLanguage,E12000008,51,31687,South East
mainLanguage,E12000008,52,816,South East
mainLanguage,E12000008,53,12870,South East
mainLanguage,E12000008,54,8305,South East
mainLanguage,E12000008,55,2556,South East
mainLanguage,E12000008,56,7422,South East
mainLanguage,E12000008,57,17871,South East
mainLanguage,E12000008,58,10729,South East
mainLanguage,E12000008,59,1949,South East
mainLanguage,E12000008,60,32869,South East
mainLanguage,E12000008,61,4306,South East
mainLanguage,E12000008,62,4144,South East
mainLanguage,E12000008,63,8297,South East
mainLanguage,E12000008,64,16083,South East
mainLanguage,E12000008,65,3165,South East
mainLanguage,E12000008,66,1907,South East
mainLanguage,E12000008,67,1884,South East
mainLanguage,E12000008,68,4517,South East
mainLanguage,E12000008,69,1184,South East
mainLanguage,E12000008,70,10897,South East
mainLanguage,E12000008,71,2489,South East
mainLanguage,E12000008,72,405,South East
mainLanguage,E12000008,73,14,South East
mainLanguage,E12000008,74,11,South East
mainLanguage,E12000008,75,415,South East
mainLanguage,E12000008,76,358,South East
mainLanguage,E12000008,77,614,South East
mainLanguage,E12000008,78,1658,South East
mainLanguage,E12000008,79,88,South East
mainLanguage,E12000008,80,2175,South East
mainLanguage,E12000008,81,961,South East
mainLanguage,E12000008,82,986,South East
mainLanguage,E12000008,83,1369,South East
mainLanguage,E12000008,84,261,South East
mainLanguage,E12000008,85,162,South East
mainLanguage,E12000008,86,1904,South East
mainLanguage,E12000008,87,2435,South East
mainLanguage,E12000008,88,368,South East
mainLanguage,E12000008,89,1236,South East
mainLanguage,E12000008,90,1798,South East
mainLanguage,E12000008,91,2721,South East
mainLanguage,E12000008,92,152,South East
mainLanguage,E12000008,93,671,South East
mainLanguage,E12000008,94,1318,South East
mainLanguage,E12000009,-8,159690,South West
mainLanguage,E12000009,1,5287113,South West
mainLanguage,E12000009,2,993,South West
mainLanguage,E12000009,3,39,South West
mainLanguage,E12000009,4,18,South West
mainLanguage,E12000009,5,0,South West
mainLanguage,E12000009,6,22,South West
mainLanguage,E12000009,7,509,South West
mainLanguage,E12000009,8,39,South West
mainLanguage,E12000009,9,2,South West
mainLanguage,E12000009,10,67,South West
mainLanguage,E12000009,11,2,South West
mainLanguage,E12000009,12,6201,South West
mainLanguage,E12000009,13,16680,South West
mainLanguage,E12000009,14,13439,South West
mainLanguage,E12000009,15,7654,South West
mainLanguage,E12000009,16,3599,South West
mainLanguage,E12000009,17,51937,South West
mainLanguage,E12000009,18,2773,South West
mainLanguage,E12000009,19,2154,South West
mainLanguage,E12000009,20,25403,South West
mainLanguage,E12000009,21,5288,South West
mainLanguage,E12000009,22,2010,South West
mainLanguage,E12000009,23,7686,South West
mainLanguage,E12000009,24,6813,South West
mainLanguage,E12000009,25,3597,South West
mainLanguage,E12000009,26,1459,South West
mainLanguage,E12000009,27,736,South West
mainLanguage,E12000009,28,393,South West
mainLanguage,E12000009,29,387,South West
mainLanguage,E12000009,30,178,South West
mainLanguage,E12000009,31,152,South West
mainLanguage,E12000009,32,119,South West
mainLanguage,E12000009,33,376,South West
mainLanguage,E12000009,34,1255,South West
mainLanguage,E12000009,35,608,South West
mainLanguage,E12000009,36,22,South West
mainLanguage,E12000009,37,672,South West
mainLanguage,E12000009,38,726,South West
mainLanguage,E12000009,39,10,South West
mainLanguage,E12000009,40,2,South West
mainLanguage,E12000009,41,4396,South West
mainLanguage,E12000009,42,4287,South West
mainLanguage,E12000009,43,7611,South West
mainLanguage,E12000009,44,155,South West
mainLanguage,E12000009,45,2371,South West
mainLanguage,E12000009,46,2192,South West
mainLanguage,E12000009,47,789,South West
mainLanguage,E12000009,48,374,South West
mainLanguage,E12000009,49,3174,South West
mainLanguage,E12000009,50,2114,South West
mainLanguage,E12000009,51,2802,South West
mainLanguage,E12000009,52,10,South West
mainLanguage,E12000009,53,4174,South West
mainLanguage,E12000009,54,1982,South West
mainLanguage,E12000009,55,485,South West
mainLanguage,E12000009,56,1367,South West
mainLanguage,E12000009,57,3049,South West
mainLanguage,E12000009,58,5576,South West
mainLanguage,E12000009,59,462,South West
mainLanguage,E12000009,60,6203,South West
mainLanguage,E12000009,61,2648,South West
mainLanguage,E12000009,62,1834,South West
mainLanguage,E12000009,63,3572,South West
mainLanguage,E12000009,64,7247,South West
mainLanguage,E12000009,65,1159,South West
mainLanguage,E12000009,66,598,South West
mainLanguage,E12000009,67,759,South West
mainLanguage,E12000009,68,2317,South West
mainLanguage,E12000009,69,607,South West
mainLanguage,E12000009,70,4648,South West
mainLanguage,E12000009,71,861,South West
mainLanguage,E12000009,72,523,South West
mainLanguage,E12000009,73,0,South West
mainLanguage,E12000009,74,11,South West
mainLanguage,E12000009,75,39,South West
mainLanguage,E12000009,76,126,South West
mainLanguage,E12000009,77,278,South West
mainLanguage,E12000009,78,3293,South West
mainLanguage,E12000009,79,30,South West
mainLanguage,E12000009,80,331,South West
mainLanguage,E12000009,81,258,South West
mainLanguage,E12000009,82,246,South West
mainLanguage,E12000009,83,261,South West
mainLanguage,E12000009,84,27,South West
mainLanguage,E12000009,85,40,South West
mainLanguage,E12000009,86,558,South West
mainLanguage,E12000009,87,618,South West
mainLanguage,E12000009,88,93,South West
mainLanguage,E12000009,89,601,South West
mainLanguage,E12000009,90,640,South West
mainLanguage,E12000009,91,1720,South West
mainLanguage,E12000009,92,141,South West
mainLanguage,E12000009,93,373,South West
mainLanguage,E12000009,94,335,South West
mainLanguage,W92000004,-8,89322,Wales
mainLanguage,W92000004,1,2917644,Wales
mainLanguage,W92000004,2,0,Wales
mainLanguage,W92000004,3,40,Wales
mainLanguage,W92000004,4,10,Wales
mainLanguage,W92000004,5,4,Wales
mainLanguage,W92000004,6,8,Wales
mainLanguage,W92000004,7,7,Wales
mainLanguage,W92000004,8,28,Wales
mainLanguage,W92000004,9,1,Wales
mainLanguage,W92000004,10,51,Wales
mainLanguage,W92000004,11,5,Wales
mainLanguage,W92000004,12,1628,Wales
mainLanguage,W92000004,13,3644,Wales
mainLanguage,W92000004,14,3065,Wales
mainLanguage,W92000004,15,2367,Wales
mainLanguage,W92000004,16,1213,Wales
mainLanguage,W92000004,17,20862,Wales
mainLanguage,W92000004,18,1416,Wales
mainLanguage,W92000004,19,1277,Wales
mainLanguage,W92000004,20,6020,Wales
mainLanguage,W92000004,21,1780,Wales
mainLanguage,W92000004,22,488,Wales
mainLanguage,W92000004,23,2152,Wales
mainLanguage,W92000004,24,2489,Wales
mainLanguage,W92000004,25,1414,Wales
mainLanguage,W92000004,26,553,Wales
mainLanguage,W92000004,27,240,Wales
mainLanguage,W92000004,28,102,Wales
mainLanguage,W92000004,29,82,Wales
mainLanguage,W92000004,30,68,Wales
mainLanguage,W92000004,31,67,Wales
mainLanguage,W92000004,32,75,Wales
mainLanguage,W92000004,33,136,Wales
mainLanguage,W92000004,34,442,Wales
mainLanguage,W92000004,35,97,Wales
mainLanguage,W92000004,36,6,Wales
mainLanguage,W92000004,37,260,Wales
mainLanguage,W92000004,38,208,Wales
mainLanguage,W92000004,39,10,Wales
mainLanguage,W92000004,40,0,Wales
mainLanguage,W92000004,41,1345,Wales
mainLanguage,W92000004,42,2327,Wales
mainLanguage,W92000004,43,8515,Wales
mainLanguage,W92000004,44,54,Wales
mainLanguage,W92000004,45,1850,Wales
mainLanguage,W92000004,46,1436,Wales
mainLanguage,W92000004,47,542,Wales
mainLanguage,W92000004,48,144,Wales
mainLanguage,W92000004,49,2239,Wales
mainLanguage,W92000004,50,638,Wales
mainLanguage,W92000004,51,2086,Wales
mainLanguage,W92000004,52,3,Wales
mainLanguage,W92000004,53,4671,Wales
mainLanguage,W92000004,54,751,Wales
mainLanguage,W92000004,55,157,Wales
mainLanguage,W92000004,56,558,Wales
mainLanguage,W92000004,57,1635,Wales
mainLanguage,W92000004,58,2018,Wales
mainLanguage,W92000004,59,298,Wales
mainLanguage,W92000004,60,1076,Wales
mainLanguage,W92000004,61,459,Wales
mainLanguage,W92000004,62,989,Wales
mainLanguage,W92000004,63,1571,Wales
mainLanguage,W92000004,64,4331,Wales
mainLanguage,W92000004,65,343,Wales
mainLanguage,W92000004,66,225,Wales
mainLanguage,W92000004,67,421,Wales
mainLanguage,W92000004,68,888,Wales
mainLanguage,W92000004,69,252,Wales
mainLanguage,W92000004,70,1772,Wales
mainLanguage,W92000004,71,228,Wales
mainLanguage,W92000004,72,22,Wales
mainLanguage,W92000004,73,4,Wales
mainLanguage,W92000004,74,1,Wales
mainLanguage,W92000004,75,9,Wales
mainLanguage,W92000004,76,180,Wales
mainLanguage,W92000004,77,501,Wales
mainLanguage,W92000004,78,867,Wales
mainLanguage,W92000004,79,3,Wales
mainLanguage,W92000004,80,55,Wales
mainLanguage,W92000004,81,120,Wales
mainLanguage,W92000004,82,103,Wales
mainLanguage,W92000004,83,110,Wales
mainLanguage,W92000004,84,14,Wales
mainLanguage,W92000004,85,52,Wales
mainLanguage,W92000004,86,166,Wales
mainLanguage,W92000004,87,185,Wales
mainLanguage,W92000004,88,51,Wales
mainLanguage,W92000004,89,167,Wales
mainLanguage,W92000004,90,277,Wales
mainLanguage,W92000004,91,893,Wales
mainLanguage,W92000004,92,155,Wales
mainLanguage,W92000004,93,188,Wales
mainLanguage,W92000004,94,280,Wales
